# Anchor Positions (JSON format)
"{""TWR0"": [0.0, 0.0, 0.0], ""TWR1"": [15.4, 0.0, 0.0], ""TWR2"": [4.09, 6.82, 0.0]}"

timestamp,TWR0_distance,TWR0_nlos,TWR0_horizontal_angle,TWR0_elevation_angle,TWR1_distance,TWR1_nlos,TWR1_horizontal_angle,TWR1_elevation_angle,TWR2_distance,TWR2_nlos,TWR2_horizontal_angle,TWR2_elevation_angle,estimated_x,estimated_y,estimated_z
1760579898.646468,0.46,LOS,12.11,39.38,15.14,nLOS,-34.76,-60.0,7.97,nLOS,11.32,-7.59,0.26467532467532456,-0.16377156567772408,0.3387120410960887
1760579898.7855153,0.47,LOS,14.93,40.11,15.11,nLOS,-37.19,-60.0,7.64,nLOS,15.11,-9.12,0.2944415584415598,0.1967205316677455,0.3090391578471328
1760579898.9282186,0.53,LOS,14.6,40.9,15.12,nLOS,-39.98,-60.0,7.93,nLOS,16.91,-3.34,0.2865746753246757,-0.12519654282667514,0.42790277064632937
1760579899.058546,0.47,LOS,13.19,39.5,15.09,nLOS,-16.12,-60.0,7.92,nLOS,17.27,-10.8,0.3140519480519487,-0.13445344098716644,0.3227904058851295
1760579899.190985,0.43,LOS,12.77,39.12,15.1,nLOS,-27.58,-60.0,7.8,nLOS,-6.29,-12.27,0.30308116883116903,0.007785633354915023,0.3049281702519386
1760579899.3226326,0.51,LOS,12.71,40.42,15.16,nLOS,-37.1,-60.0,7.93,nLOS,13.97,-8.25,0.2465746753246762,-0.10273319971817052,0.43445001917849774
1760579899.499651,0.52,LOS,13.94,40.12,15.09,nLOS,-17.87,-60.0,7.63,nLOS,-8.12,-2.12,0.3156590909090897,0.19882028125833115,0.3622565859812697
1760579899.5863907,0.46,LOS,13.11,39.39,15.03,nLOS,-33.11,-60.0,7.96,nLOS,18.64,-10.2,0.3724253246753257,-0.21671108180675755,0.16104559777473937
1760579899.721204,0.48,LOS,13.0,40.7,15.1,nLOS,-33.55,-60.0,7.74,nLOS,17.54,-4.59,0.3045584415584422,0.0785932513234556,0.36258413716253646
1760579899.8541944,0.46,LOS,14.21,38.89,15.1,nLOS,-38.32,-60.0,7.98,nLOS,10.12,-4.1,0.3039480519480535,-0.1990172334996395,0.2821484050763593
1760579900.002068,0.5,LOS,13.1,39.76,15.1,nLOS,-58.99,-28.86,7.88,nLOS,1.12,-5.28,0.30519480519480596,-0.08067401073999322,0.38774712748546303
1760579900.1327097,0.45,LOS,12.74,39.99,15.15,nLOS,-34.96,-24.12,7.83,nLOS,-11.23,0.75,0.254545454545454,0.0038063183151172734,0.3710688932140933
1760579900.2664247,0.51,LOS,13.77,38.12,15.09,nLOS,-40.37,-60.0,7.88,nLOS,7.86,-7.4,0.31532467532467473,-0.08600849297330145,0.391500815156048
1760579900.399628,0.44,LOS,13.13,37.72,15.1,nLOS,-21.56,-60.0,7.83,nLOS,3.12,-8.12,0.3033636363636372,-0.02612276726206493,0.31762887961078556
1760579900.5619252,0.47,LOS,15.3,41.33,15.12,nLOS,-15.1,-60.0,7.79,nLOS,6.1,-7.39,0.28462662337662403,0.03292186369349057,0.372563868559699
1760579900.6995757,0.53,LOS,13.82,39.11,15.07,nLOS,-34.0,-60.0,7.89,nLOS,7.38,-11.1,0.33558441558441593,-0.10819505274783886,0.39569802953484406
1760579900.8270962,0.5,LOS,13.11,40.11,15.14,nLOS,-33.61,-60.0,7.77,nLOS,11.26,-10.12,0.26592207792207806,0.06908778611418043,0.4177467250421546
1760579901.021972,0.51,LOS,13.88,39.91,15.17,nLOS,-21.97,-60.0,7.89,nLOS,18.12,-10.65,0.23672727272727334,-0.05043468408424427,0.44890593779591476
1760579901.1090631,0.5,LOS,14.21,39.11,15.14,nLOS,-33.11,-60.0,8.0,nLOS,9.11,-1.12,0.26592207792207795,-0.19682863617321142,0.3748918996934955
1760579901.2363405,0.5,LOS,12.44,39.15,15.09,nLOS,-48.0,-60.0,7.75,nLOS,14.79,-1.96,0.3149967532467532,0.06241397056023227,0.38325127752286825
1760579901.3680232,0.5,LOS,14.3,41.45,15.11,nLOS,-18.46,-60.0,7.85,nLOS,8.7,-3.82,0.2953863636363651,-0.04019504798720349,0.4014115771810668
1760579901.5002453,0.46,LOS,14.29,38.11,15.09,nLOS,-41.12,-60.0,7.79,nLOS,14.11,-5.64,0.31375000000000003,0.014774560117302738,0.3360694122846353
1760579901.6287887,0.42,LOS,14.41,39.95,15.06,nLOS,-44.21,-60.0,7.78,nLOS,5.96,-9.77,0.3419740259740249,0.0066827322237882104,0.2437398339400888
1760579901.763091,0.49,LOS,13.12,41.5,15.07,nLOS,-47.85,-60.0,7.84,nLOS,12.65,-9.71,0.33425974025974037,-0.052730548044330576,0.3543866748968356
1760579901.8940175,0.48,LOS,14.12,45.71,15.17,LOS,-15.11,-60.0,7.77,nLOS,4.41,-6.11,0.23576298701298748,0.08573744620482185,0.40922476009277486
1760579902.042651,0.5,LOS,17.26,45.74,15.07,nLOS,-8.2,-60.0,7.9,nLOS,21.11,-6.97,0.33458116883116956,-0.12143504113188945,0.3511537729383878
1760579902.1753826,0.57,LOS,18.59,46.63,15.1,nLOS,-10.11,-60.0,7.78,nLOS,25.2,-4.37,0.3076266233766231,0.03816819800434159,0.4783398888353328
1760579902.3071399,0.53,LOS,19.1,48.92,15.06,nLOS,7.7,-60.0,7.72,nLOS,24.12,-6.12,0.34536688311688346,0.08049112141524203,0.3938818292577683
1760579902.4710217,0.5,LOS,21.27,53.5,15.07,nLOS,-5.64,-60.0,7.54,nLOS,28.0,2.92,0.3345811688311692,0.2860722902464099,0.2371035348044024
1760579902.6021965,0.58,LOS,20.12,54.11,15.02,nLOS,-3.88,-60.0,7.61,nLOS,28.11,1.77,0.38623376623376793,0.18368092318238768,0.3917713571456505
1760579902.7791257,0.62,LOS,21.44,60.0,15.03,nLOS,4.47,60.0,7.52,nLOS,23.0,6.32,0.3780357142857165,0.29194779011311256,0.3952916474864579
1760579902.8641143,0.67,LOS,21.84,60.0,14.94,nLOS,-1.19,60.0,7.47,nLOS,22.92,7.2,0.4677045454545481,0.2978502066115699,0.37608205565089076
1760579903.001152,0.69,LOS,20.4,60.0,14.94,nLOS,-4.3,60.0,7.46,nLOS,10.45,8.77,0.46858766233766364,0.3102604781582055,0.4003299119450924
1760579903.1442862,0.71,LOS,19.52,60.0,14.94,nLOS,-3.9,60.0,7.38,nLOS,30.44,8.59,0.46949675324675416,0.3988061992992344,0.353024664989935
1760579903.2748637,0.78,LOS,18.2,60.0,14.88,nLOS,7.88,60.0,7.3,nLOS,32.48,5.11,0.5309740259740245,0.4556841984994488,0.34470058743618465
1760579903.409822,0.81,LOS,18.66,60.0,14.85,nLOS,-11.1,-60.0,7.37,nLOS,-12.84,7.25,0.5614805194805187,0.36560039227634555,0.4551658812029623
1760579903.541769,0.84,LOS,19.24,60.0,14.87,nLOS,7.36,-60.0,7.27,nLOS,46.3,14.36,0.5630240056706403,0.5261436285012421,1.139471851185452e-08
1760579903.6800811,0.91,LOS,17.41,60.0,14.93,nLOS,18.4,-60.0,7.04,nLOS,-30.37,10.72,0.48974999782604905,0.7686263762155505,5.240266045059522e-09
1760579903.8122444,0.93,LOS,18.17,60.0,14.8,nLOS,-7.94,34.12,7.19,nLOS,-10.45,0.48,0.6369119855076253,0.5767364086634504,4.8804969347522134e-09
1760579903.9414768,0.95,LOS,19.1,60.0,15.9,nLOS,-44.94,-60.0,6.87,nLOS,48.23,14.81,-0.24740823907249224,1.1547725606632429,4.277687773467621e-08
1760579904.0870724,1.03,LOS,18.78,60.0,15.3,nLOS,6.77,-60.0,6.9,nLOS,44.12,10.7,0.1642987678590687,1.0708380613807593,6.2516716168090875e-09
1760579904.2209299,1.02,LOS,19.53,60.0,15.05,nLOS,-1.58,-60.0,7.04,nLOS,17.12,10.28,0.3680637904330319,0.9023011421807432,3.6395568599545765e-09
1760579904.3874855,1.06,LOS,19.13,60.0,14.92,nLOS,34.8,60.0,7.04,nLOS,10.48,4.5,0.5037182432416657,0.847961785786072,3.161504453498726e-09
1760579904.5180535,1.12,LOS,19.12,60.0,14.85,nLOS,42.28,60.0,6.85,nLOS,14.0,1.0,0.58037177369202,0.9475916127879384,1.568886891322191e-09
1760579904.6516461,1.09,LOS,20.33,60.0,14.74,nLOS,55.88,60.0,6.98,nLOS,-18.11,0.4,0.6927687495340215,0.7737488977819935,1.884745667900139e-09
1760579904.7856715,1.16,LOS,21.8,60.0,14.86,nLOS,20.66,60.0,6.98,nLOS,0.12,-2.28,0.5702991828304032,0.900232411169809,2.7409352548025523e-09
1760579904.9145887,1.24,LOS,20.11,60.0,14.84,nLOS,37.12,60.0,None,None,None,None,None,None,None
1760579905.043732,1.2,LOS,21.71,60.0,14.86,nLOS,43.27,60.0,6.46,nLOS,11.23,-6.64,0.6035147427089487,1.2024467580030966,1.2316818872018142e-09
1760579905.190078,1.2,LOS,25.85,60.0,15.47,nLOS,-6.52,16.23,6.66,nLOS,-31.24,0.85,0.06878177592647339,1.3254944027885402,1.409158519529934e-08
1760579905.3602173,1.3,LOS,29.59,60.0,15.99,nLOS,-36.72,-60.0,6.63,nLOS,-60.0,26.12,-0.3015893243460732,1.501361065973447,-5.574411450221781e-05
1760579905.4463716,1.29,LOS,32.76,60.0,16.27,nLOS,26.23,60.0,6.55,nLOS,-55.34,12.94,-0.44444140087244943,1.569022867642743,2.2246148061733626e-05
1760579905.5740209,1.32,LOS,33.19,60.0,14.69,nLOS,-51.5,-60.0,6.53,nLOS,-42.98,7.9,0.7521175158398994,1.1480689612751511,1.3879248009285162e-09
1760579905.7094376,1.35,LOS,32.11,60.0,14.58,nLOS,-30.13,-3.12,6.4,nLOS,-43.79,8.97,0.8552031138732175,1.1802775270507073,1.5784710675622107e-05
1760579905.8405147,1.41,LOS,32.1,60.0,14.52,nLOS,-24.4,60.0,6.32,nLOS,-37.72,7.11,0.9153064997100431,1.2259499678319843,-1.1439987633493468e-10
1760579905.9710805,1.44,LOS,32.54,60.0,14.51,nLOS,-27.94,60.0,6.36,nLOS,-53.12,1.12,0.9274586866905413,1.2110578938409886,2.1461284324748902e-05
1760579906.1077206,1.47,LOS,32.17,60.0,14.62,nLOS,-44.64,60.0,6.02,nLOS,-41.67,4.69,0.8576800812669222,1.468336278594423,-4.623716280591078e-08
1760579906.279886,1.52,LOS,32.15,60.0,14.42,nLOS,-17.15,-60.0,6.12,nLOS,-46.11,3.29,1.0179971820491154,1.3466851044768082,1.4894430436414936e-08
1760579906.4105535,1.51,LOS,32.93,60.0,14.42,nLOS,-14.45,60.0,5.96,nLOS,-33.63,3.19,1.0231974176804475,1.4334235843173908,6.326752328709618e-06
1760579906.5393229,1.6,LOS,32.5,60.0,14.46,nLOS,-16.22,-60.0,5.99,nLOS,-45.8,8.12,1.0013288326590917,1.4790426452111818,-4.472982669383955e-06
1760579906.6720119,1.63,LOS,31.96,60.0,14.48,nLOS,-5.7,-60.0,6.25,LOS,-60.0,11.14,0.9786137570576507,1.354667129108589,2.4712428741714502e-08
1760579906.8458307,1.64,LOS,32.3,60.0,14.51,nLOS,1.48,60.0,6.14,nLOS,-60.0,4.58,0.9559345763636724,1.440234396543589,8.217473054447644e-09
1760579906.932399,1.72,LOS,32.18,60.0,14.54,nLOS,-20.58,60.0,6.15,nLOS,-60.0,31.9,0.9356519009957858,1.4926543760103648,2.3278827084519678e-09
1760579907.07005,1.77,LOS,31.12,60.0,14.64,nLOS,-27.11,60.0,6.09,nLOS,-60.0,43.17,0.8518094835213867,1.6050733751009296,3.689248201177219e-09
1760579907.203675,1.83,LOS,28.12,60.0,15.23,nLOS,41.11,60.0,5.96,LOS,60.0,14.29,0.3720052617062198,1.9439054903126098,8.849232170576496e-08
1760579907.3430247,1.79,LOS,27.11,60.0,15.27,nLOS,-20.35,-60.0,5.99,nLOS,60.0,9.6,0.33642474023067687,1.919187111350165,1.1798632924009266e-07
1760579907.4714487,1.81,LOS,27.11,60.0,15.45,nLOS,-13.11,60.0,6.03,LOS,60.0,17.82,0.18551250284207546,1.969328796968745,3.594789377582108e-05
1760579907.600868,1.83,LOS,27.79,60.0,14.34,nLOS,20.3,-60.0,5.98,nLOS,-60.0,18.25,1.1319314152914437,1.5374364538681304,0.0
1760579907.7331896,1.93,LOS,31.89,-60.0,14.38,nLOS,60.0,-60.0,5.9,LOS,60.0,5.2,1.1109026859363726,1.6557745707223595,-1.1521760276831925e-05
1760579907.8708754,1.94,LOS,30.11,-60.0,14.58,nLOS,2.82,-60.0,5.87,nLOS,60.0,7.55,0.9353481018267173,1.7815786587920608,1.3096188660931838e-09
1760579908.055563,1.99,LOS,30.11,-60.0,14.66,nLOS,0.93,-60.0,None,None,None,None,None,None,None
1760579908.1751237,2.04,LOS,31.18,-60.0,14.28,nLOS,60.0,60.0,5.74,LOS,60.0,2.11,1.218244443827671,1.7490912123649989,0.0
1760579908.3223422,2.07,LOS,31.5,-60.0,14.16,nLOS,-19.54,60.0,5.75,nLOS,60.0,12.12,1.3267254248490719,1.6929326667239257,0.0
1760579908.452396,2.11,LOS,31.71,-60.0,14.21,nLOS,48.0,-60.0,None,None,None,None,None,None,None
1760579908.5784817,2.18,LOS,31.34,-60.0,14.3,nLOS,-36.0,60.0,5.65,nLOS,60.0,5.16,1.2209215062880856,1.8814252645156997,0.0
1760579908.7563305,2.23,LOS,31.6,-60.0,14.33,nLOS,56.11,60.0,5.63,nLOS,60.0,11.24,1.2001109083942556,1.934575734276271,0.0
1760579908.8406694,2.24,LOS,31.4,-60.0,14.32,nLOS,48.12,60.0,5.54,nLOS,60.0,7.6,1.216625637613082,1.9830828872108366,0.0
1760579908.9746602,2.3,LOS,31.56,-60.0,14.73,nLOS,-22.3,60.0,5.5,nLOS,60.0,11.11,0.866639188786841,2.234346459180075,0.0
1760579909.1077008,2.29,LOS,31.6,-60.0,14.92,nLOS,-16.1,60.0,5.43,nLOS,60.0,8.6,0.7246279406455458,2.337069895974634,1.8748124173032747e-08
1760579909.2401004,2.34,LOS,31.7,-60.0,14.57,nLOS,-11.78,60.0,5.47,nLOS,60.0,15.92,1.0105354778559732,2.1979751421809683,0.0
1760579909.3835452,2.43,LOS,31.48,-60.0,14.33,nLOS,-6.74,60.0,5.36,nLOS,60.0,30.11,1.2403835411704223,2.183409727263191,1.4396587686383203e-08
1760579909.5652068,2.38,LOS,32.8,-60.0,14.18,nLOS,-21.1,60.0,5.36,LOS,57.73,-60.0,1.3664049943634688,2.080497344189969,9.796659501441353e-09
1760579909.6570728,2.45,LOS,31.64,-60.0,14.41,nLOS,-19.79,60.0,5.3,nLOS,60.0,0.68,1.1790334720653197,2.2642276870279097,1.2406622336140563e-08
1760579909.791533,2.56,LOS,31.11,-60.0,14.23,nLOS,-35.48,-56.34,5.27,nLOS,59.1,5.21,1.3486091622359584,2.247651445353774,0.0
1760579909.9228573,2.54,LOS,31.68,-60.0,14.41,nLOS,-42.11,-60.0,5.24,LOS,60.0,2.82,1.1920529866040932,2.3434090969630414,0.0
1760579910.064329,2.55,LOS,31.11,-60.0,14.69,nLOS,-13.7,60.0,5.19,LOS,60.0,5.34,0.9623025732904843,2.5014730603904947,0.0
1760579910.22799,2.65,LOS,32.8,-60.0,14.12,nLOS,-35.1,60.0,5.13,LOS,55.96,15.76,1.466812547906552,2.3113953562813836,9.306388981993147e-09
1760579910.376148,2.74,LOS,31.3,-60.0,14.05,nLOS,-47.43,31.96,None,None,None,None,None,None,None
1760579910.51106,2.77,LOS,31.39,-60.0,13.98,nLOS,-21.83,60.0,5.1,nLOS,60.0,4.69,1.6075004276361808,2.313407803602622,0.0
1760579910.6425264,2.74,LOS,31.46,-60.0,13.99,nLOS,-50.5,-60.0,4.99,LOS,60.0,0.11,1.6008072204883987,2.365786523979866,0.0
1760579910.7778184,2.82,LOS,31.76,-60.0,15.85,nLOS,-15.88,60.0,4.96,LOS,55.13,12.8,0.1626522692933446,3.1555925913849845,0.0
1760579910.9088047,2.83,LOS,31.86,-60.0,14.31,nLOS,-40.11,-60.0,4.92,LOS,-60.0,16.58,1.3417634514039085,2.609420407506819,0.0
1760579911.0400229,2.87,LOS,31.11,-60.0,15.24,nLOS,-7.32,52.12,4.91,nLOS,60.0,27.11,0.5958039700105514,3.02487987893467,0.0
1760579911.175496,2.9,LOS,31.79,-60.0,14.27,nLOS,-25.6,-60.0,4.83,LOS,60.0,9.1,1.3941888649182785,2.6715913071729833,0.0
1760579911.357529,2.92,LOS,31.11,-60.0,14.29,nLOS,-35.64,-60.0,4.78,LOS,52.38,6.96,1.386240258772979,2.7160979203845663,0.0
1760579911.456547,2.96,LOS,32.1,-60.0,14.45,nLOS,-21.14,-60.0,4.77,nLOS,51.12,14.28,1.2550260507536821,2.8185885072283257,0.0
1760579911.5914528,3.03,LOS,31.78,-60.0,14.23,nLOS,-50.11,-60.0,4.76,nLOS,48.57,6.48,1.4481111706975451,2.7566892411603017,0.0
1760579911.7305524,3.17,LOS,31.26,-60.0,14.16,nLOS,-27.23,60.0,4.7,nLOS,41.85,4.39,1.528493982198635,2.826476044621369,0.0
1760579911.8586402,3.11,LOS,31.4,-60.0,14.01,nLOS,-46.63,60.0,4.67,LOS,56.63,4.1,1.658253274975233,2.7325733628545987,0.0
1760579912.0209408,3.17,LOS,30.98,-60.0,14.49,nLOS,-14.35,14.12,4.57,LOS,58.12,8.11,1.2697210831411199,3.0463972785016713,0.0
1760579912.1527846,3.27,LOS,30.12,-60.0,14.39,nLOS,-14.76,-60.0,4.63,LOS,49.73,2.29,1.3436662546362794,3.0315411577222613,0.0
1760579912.2835467,3.21,LOS,30.12,-60.0,15.38,nLOS,48.0,60.0,4.54,LOS,51.11,2.11,0.6022487158688814,3.4301304983865033,0.0
1760579912.4106233,3.33,LOS,31.7,-60.0,14.67,nLOS,-21.1,-60.0,4.52,LOS,60.0,10.94,1.1355746941780895,3.243728289061797,0.0
1760579912.5965257,3.36,LOS,31.59,-60.0,14.83,nLOS,-33.12,60.0,4.43,nLOS,59.3,15.13,1.0343542634342335,3.36534092579469,0.0
1760579912.6825624,3.38,LOS,31.7,-60.0,14.77,nLOS,-54.25,-60.0,4.41,nLOS,58.97,41.52,1.0865096357575335,3.3607488406554267,0.0
1760579912.8170116,3.43,LOS,31.1,-60.0,14.85,nLOS,-48.0,-60.0,4.37,LOS,60.0,31.25,1.0357141832016654,3.4403664155884806,0.0
1760579912.9927418,3.41,LOS,31.11,-60.0,14.72,nLOS,-26.51,-47.32,4.32,nLOS,60.0,17.83,1.1511922235857526,3.3934672709565823,0.0
1760579913.079047,3.46,LOS,31.21,-60.0,15.03,nLOS,-16.95,-60.0,4.28,LOS,60.0,13.0,0.9294794429647882,3.5635338331676554,0.0
1760579913.254443,3.53,LOS,31.4,-60.0,13.84,nLOS,-45.44,-60.0,4.27,LOS,45.96,12.93,1.9013902291044251,3.065053393555512,0.0
1760579913.3401673,3.58,LOS,30.12,-60.0,13.67,nLOS,-19.48,-60.0,4.27,LOS,53.95,6.54,2.0566512816254825,3.0013616114258976,0.0
1760579913.47112,3.58,LOS,31.83,-60.0,13.77,nLOS,-35.24,60.0,4.19,LOS,43.8,5.57,1.9772764159405898,3.095773978012168,0.0
1760579913.6865513,3.7,LOS,31.11,-60.0,14.24,nLOS,-31.83,60.0,4.15,LOS,41.12,7.27,1.590839929782286,3.416258769373706,0.0
1760579913.7719407,3.7,LOS,32.1,-60.0,13.99,nLOS,-28.61,-60.0,4.09,LOS,47.64,5.1,1.816108954942303,3.318593129773663,0.0
1760579913.9450998,3.75,LOS,31.11,-60.0,13.9,nLOS,-26.94,60.0,4.09,LOS,47.84,4.1,1.899211750647654,3.298824640331732,0.0
1760579914.0410094,3.7,LOS,31.11,-60.0,14.43,nLOS,-6.22,-60.0,4.05,LOS,48.67,7.12,1.4573153642164,3.5491201262671956,0.0
1760579914.1727989,3.81,LOS,32.1,-60.0,13.94,nLOS,-22.11,-60.0,3.99,LOS,58.12,12.1,1.8863404190368958,3.3992434073642586,0.0
1760579914.302552,3.81,LOS,31.42,-60.0,13.93,nLOS,-33.11,-60.0,4.01,LOS,55.93,13.56,1.8917728415425625,3.384521298807661,0.0
1760579914.4299178,3.87,LOS,31.7,-60.0,14.43,nLOS,-6.22,60.0,3.94,LOS,59.35,23.35,1.4907763515063053,3.694745127868659,0.0
1760579914.5731697,3.95,LOS,31.36,-60.0,15.3,nLOS,-52.41,-60.0,3.79,nLOS,60.0,38.92,0.9060800997974509,4.153612895063314,0.0
1760579914.7520826,3.96,LOS,31.83,-60.0,14.79,nLOS,-23.12,60.0,3.76,nLOS,60.0,37.54,1.270177855751259,3.9762142441218016,0.0
1760579914.8410773,3.96,LOS,31.84,-60.0,14.26,nLOS,-34.12,41.74,3.71,nLOS,60.0,20.3,1.6900702305748339,3.7627450389332178,0.0
1760579914.9705725,4.0,LOS,31.35,-60.0,15.06,nLOS,-29.35,60.0,3.58,nLOS,60.0,21.31,1.1439721939304002,4.170866517546841,0.0
1760579915.106068,4.06,LOS,31.73,-60.0,14.44,nLOS,-19.87,-60.0,3.67,LOS,59.47,7.11,1.563239933342616,3.920103835338311,0.0
1760579915.2702315,4.11,LOS,31.11,-60.0,13.91,nLOS,-39.12,-60.0,3.67,LOS,46.11,9.32,1.9984154518993467,3.6933554554774615,0.0
1760579915.401291,4.14,LOS,31.85,-60.0,13.87,nLOS,-31.82,-60.0,3.65,LOS,44.81,11.76,2.039167927358127,3.6983280129173997,0.0
1760579915.5317726,4.28,LOS,31.44,-60.0,14.4,nLOS,-12.11,-60.0,3.63,LOS,39.97,5.12,1.6123297638013936,4.049525037988431,0.0
1760579915.6774673,4.25,LOS,31.76,-60.0,13.99,nLOS,-24.22,60.0,3.57,LOS,51.27,10.23,1.9639825926057948,3.8542887362983396,0.0
1760579915.8519135,4.26,LOS,31.76,-60.0,13.83,nLOS,-25.12,-60.0,3.51,LOS,60.0,38.77,2.1116800182769238,3.806470540361414,0.0
1760579915.9393268,4.29,LOS,30.12,-60.0,13.72,nLOS,-36.5,-59.12,3.49,LOS,59.19,43.39,2.2119749998238754,3.775999973052611,0.0
1760579916.0709486,4.4,LOS,30.1,-60.0,13.77,nLOS,-35.62,-60.0,3.47,LOS,60.0,43.1,2.1868027047774756,3.8670092749100116,0.0
1760579916.2532413,4.4,LOS,31.47,-60.0,13.72,nLOS,-22.48,-60.0,3.3,LOS,60.0,45.8,2.258386918070282,3.9226945415763934,0.0
1760579916.3413184,4.44,LOS,30.13,-60.0,14.04,nLOS,-21.1,60.0,3.16,nLOS,58.77,31.98,2.033813801406051,4.1606392876423905,0.0
1760579916.475238,4.52,LOS,31.24,-60.0,13.84,nLOS,-23.91,-60.0,3.32,LOS,40.99,5.65,2.168805035268158,4.035388685867436,0.0
1760579916.604086,4.52,LOS,31.85,-60.0,13.79,nLOS,-19.39,-60.0,3.18,LOS,55.11,22.52,2.23840131791161,4.0742998230209055,0.0
1760579916.754907,4.58,LOS,31.95,-60.0,13.59,nLOS,-26.11,-60.0,3.25,LOS,46.11,13.11,2.402520678433303,3.9710994724405158,0.0
