# Anchor Positions (JSON format)
"{""TWR0"": [0.0, 0.0, 0.0], ""TWR1"": [15.4, 0.0, 0.0], ""TWR2"": [4.09, 6.82, 0.0]}"

timestamp,TWR0_distance,TWR0_nlos,TWR0_horizontal_angle,TWR0_elevation_angle,TWR1_distance,TWR1_nlos,TWR1_horizontal_angle,TWR1_elevation_angle,TWR2_distance,TWR2_nlos,TWR2_horizontal_angle,TWR2_elevation_angle,estimated_x,estimated_y,estimated_z
1760579979.5038636,7.89,nLOS,5.16,-6.11,13.81,nLOS,25.83,-60.0,0.42,LOS,6.92,29.45,3.6188808711562954,7.024589574822515,6.082601256489502e-06
1760579979.642073,7.98,nLOS,6.35,-4.12,13.68,nLOS,37.6,60.0,0.38,LOS,7.11,28.81,3.731963119686121,7.051924673310402,-1.9385163339097366e-05
1760579979.7722204,7.88,nLOS,8.82,-2.73,13.2,nLOS,-53.13,44.13,0.37,nLOS,9.31,30.11,4.05890909090909,6.744583844308185,0.3608957728106117
1760579979.900697,7.96,nLOS,10.44,-2.26,13.06,nLOS,-60.0,29.47,0.36,nLOS,8.37,32.3,4.219415584415578,6.741765433979508,0.3266970449666797
1760579980.0275428,7.84,nLOS,10.11,-2.18,12.82,nLOS,-43.44,-60.0,0.47,LOS,8.88,34.11,4.359519480519481,6.512047701565296,0.2311376895040961
1760579980.1612558,7.79,nLOS,6.82,-1.28,12.56,nLOS,-43.11,-60.0,0.46,LOS,7.13,36.53,4.478636630407217,6.409669398775088,2.1178187226592634e-05
1760579980.2899783,7.79,nLOS,-14.51,4.61,12.68,nLOS,-42.1,-60.0,0.53,LOS,5.53,43.19,4.441487161028114,6.40530931775552,1.0044063891074493e-05
1760579980.4535878,7.72,nLOS,-25.15,8.93,12.56,nLOS,-46.13,-60.0,0.56,LOS,4.11,45.51,4.47320152701038,6.323378524273287,-1.5621385035456052e-05
1760579980.602126,7.63,nLOS,-20.45,4.7,13.14,nLOS,-28.23,-7.26,0.52,LOS,2.17,46.95,3.984327922077922,6.495249090718666,0.3921355108487071
1760579980.731022,7.65,nLOS,-27.43,5.76,13.33,nLOS,40.24,60.0,0.58,LOS,2.11,46.12,3.8309610389610382,6.604790227367942,0.4722113620271252
1760579980.8778207,7.57,nLOS,-1.44,1.22,12.97,nLOS,-36.0,60.0,0.58,LOS,4.8,53.11,4.09883116883116,6.354879841566066,0.3463888691564266
1760579981.049453,7.61,LOS,-9.12,4.47,13.44,nLOS,-60.0,-31.13,0.62,LOS,2.29,48.0,3.7155357142857124,6.625741778382909,0.45435695445173224
1760579981.1369722,7.51,LOS,-11.79,2.6,12.95,nLOS,-53.67,60.0,0.64,LOS,3.3,48.0,4.0862857142857125,6.290702555509007,0.35976439420395284
1760579981.2687788,7.54,nLOS,-2.6,3.72,12.63,nLOS,-39.54,60.0,0.7,LOS,2.77,48.0,4.36156455880907,6.160565489590549,7.5876345015475286e-06
1760579981.4008062,7.46,nLOS,-4.19,4.94,12.73,nLOS,-37.99,-60.0,0.76,LOS,6.4,60.0,4.245412337662337,6.128081164070533,0.2733044635353375
1760579981.529579,7.38,nLOS,-5.83,0.11,12.66,nLOS,-44.12,-60.0,0.76,LOS,5.66,60.0,4.258157454924779,6.0520240436234785,1.7148247702592367e-05
1760579981.675807,7.36,nLOS,-9.53,1.11,12.56,nLOS,-45.39,-60.0,0.77,LOS,5.33,60.0,4.317691641284303,6.017495576388497,-2.9849655796490603e-05
1760579981.8506389,7.31,nLOS,-12.0,3.8,12.66,nLOS,-48.63,-60.0,0.81,LOS,5.24,60.0,4.225497338864611,5.992711529037369,-4.6574954165248296e-05
1760579981.940561,7.24,nLOS,-11.98,2.24,12.64,nLOS,-38.12,60.0,0.86,LOS,6.22,60.0,4.207837507278563,5.929873599225246,2.1541785911544423e-05
1760579982.0740738,7.19,nLOS,-12.14,1.23,12.52,nLOS,-45.11,-60.0,0.9,LOS,5.13,60.0,4.27141698093922,5.859621657787135,-9.071259363768562e-07
1760579982.2078347,7.19,nLOS,-4.66,0.93,12.71,LOS,-59.41,60.0,0.87,LOS,4.12,60.0,4.130346871778379,5.919077613852505,-8.355525188326785e-06
1760579982.368218,7.14,LOS,-12.56,3.11,12.65,nLOS,-47.73,-60.0,0.89,LOS,5.16,60.0,4.152336406979733,5.871963051054929,4.978586667351084e-06
1760579982.4999309,7.1,nLOS,-20.17,4.58,12.69,nLOS,-49.11,-60.0,0.92,LOS,2.11,48.0,4.104314825439231,5.849044783241684,2.3988526729416338e-05
1760579982.642163,7.0,nLOS,-24.16,5.77,12.68,nLOS,-47.36,-60.0,1.01,LOS,1.43,48.0,4.067945303868914,5.756568806568531,4.0944072708484015e-05
1760579982.7759771,6.95,nLOS,-31.6,4.4,12.57,nLOS,-48.4,-60.0,1.01,LOS,2.99,48.0,4.127327494440222,5.706361115384502,1.73502783400452e-05
1760579982.908981,6.89,nLOS,-22.7,5.1,12.5,nLOS,-46.11,-60.0,1.03,LOS,1.84,48.0,4.15082135166993,5.652340668224744,-2.849897647792888e-06
1760579983.0544844,6.94,nLOS,-29.59,5.89,12.42,nLOS,-54.75,-60.0,1.07,LOS,2.78,48.0,4.232324959856141,5.633238166929028,-4.1899817070041833e-05
1760579983.19321,6.85,nLOS,-25.23,4.39,12.56,nLOS,-46.11,-60.0,1.14,LOS,7.8,60.0,4.094005811867602,5.591697997382777,-4.938447496715369e-05
1760579983.3261492,6.81,LOS,1.92,2.28,12.44,nLOS,-42.71,60.0,1.12,LOS,8.11,60.0,4.161245833916769,5.55462199137913,4.3840463947817515e-06
1760579983.4549935,6.84,LOS,5.19,0.11,12.39,nLOS,-43.71,60.0,1.06,LOS,12.0,60.0,4.205420776950316,5.587707450212034,2.282414136092467e-10
1760579983.587323,6.81,nLOS,4.87,-2.35,12.45,nLOS,-38.9,60.0,1.21,LOS,13.98,60.0,4.159146209794675,5.508268286631419,9.925324202363778e-08
1760579983.731378,6.73,nLOS,7.33,0.19,12.42,nLOS,-48.1,-60.0,1.22,LOS,14.55,60.0,4.14428504868909,5.461268535541434,1.4524096063544623e-06
1760579983.8601656,6.78,nLOS,3.94,0.9,12.52,nLOS,-42.3,-60.0,1.23,LOS,13.38,60.0,4.095080147990707,5.502983082379677,-2.9181557872893366e-05
1760579983.9893785,6.7,LOS,6.39,0.94,12.45,nLOS,-44.71,-60.0,1.3,LOS,17.11,60.0,4.112973206273877,5.412745363660062,2.4195077502420573e-05
1760579984.1172593,6.62,nLOS,6.1,-3.1,12.52,nLOS,-47.13,-60.0,1.34,LOS,19.1,60.0,4.02714033529346,5.377172514676031,-3.1894744480058523e-09
1760579984.2815406,6.66,LOS,7.19,-1.98,12.36,nLOS,-43.95,53.12,1.32,LOS,16.28,60.0,4.1600956505410505,5.3616283409453835,0.0
1760579984.4126458,6.59,LOS,7.34,-2.66,12.45,nLOS,-43.8,60.0,1.42,LOS,21.56,60.0,4.068217208650372,5.301253618207836,0.0
1760579984.5470047,6.61,nLOS,8.12,0.73,12.4,nLOS,-48.0,51.46,1.46,LOS,18.12,60.0,4.115813799827587,5.2737550849488635,-6.691920700300363e-10
1760579984.6779897,6.51,LOS,9.32,-1.96,12.5,nLOS,-58.64,60.0,1.43,LOS,19.11,60.0,3.9965291421787055,5.277464373340991,-2.0528955840491518e-05
1760579984.867701,6.53,nLOS,10.77,-2.53,12.39,nLOS,-49.97,60.0,1.52,LOS,21.11,60.0,4.089481446935654,5.20464592405545,4.720360524648054e-05
1760579984.9595673,6.47,nLOS,11.51,-2.38,12.29,nLOS,-56.48,60.0,1.52,LOS,20.11,60.0,4.134314952534686,5.153104475950788,0.0
1760579985.1349006,6.38,nLOS,10.11,-1.49,12.41,nLOS,-48.27,60.0,1.59,LOS,22.84,60.0,4.011245054889706,5.110254227552308,-6.828374279582577e-06
1760579985.225691,6.42,nLOS,11.11,-2.29,12.33,nLOS,-41.22,60.0,1.62,LOS,24.3,60.0,4.088327404540202,5.087160405488397,6.521453683461242e-07
1760579985.3997924,6.37,LOS,12.8,-1.7,12.42,nLOS,-46.1,-60.0,1.69,LOS,22.71,60.0,4.002454434698257,5.053099845164976,0.0
1760579985.4858844,6.31,LOS,12.76,-2.13,12.48,nLOS,-44.9,60.0,1.66,LOS,14.12,60.0,3.930924834212298,5.064072857589029,0.0
1760579985.614156,6.35,LOS,11.12,0.11,12.5,nLOS,-45.23,-60.0,1.75,LOS,20.84,60.0,3.9339690303210304,5.035699935889841,2.7527605612199125e-05
1760579985.7488387,6.24,LOS,10.12,0.13,12.18,nLOS,-45.91,-60.0,1.74,LOS,27.9,60.0,4.12070767121832,4.905148599881821,-5.1013909869825934e-05
1760579985.88894,6.21,LOS,10.2,0.91,12.38,LOS,-55.58,60.0,1.8,LOS,22.12,60.0,3.9667783449921976,4.915332737084212,1.062912704921724e-05
1760579986.0221274,6.18,LOS,8.92,0.91,12.48,nLOS,-40.63,60.0,1.82,LOS,25.65,60.0,3.8793125094223098,4.923079309846642,0.0
1760579986.1876514,6.09,LOS,8.88,-2.32,12.23,nLOS,-46.7,-60.0,1.92,LOS,21.21,60.0,4.029002010693277,4.755272494376143,0.0
1760579986.315048,6.04,LOS,7.6,-1.81,12.28,nLOS,-51.12,-10.61,1.87,nLOS,24.74,60.0,3.970211084403663,4.7785574953299115,0.0
1760579986.4444087,6.0,nLOS,8.91,-1.21,12.18,nLOS,-42.11,60.0,1.92,nLOS,29.88,-60.0,4.025821026241156,4.705298014592527,0.0
1760579986.5773036,5.99,nLOS,8.5,-2.25,12.29,nLOS,-44.12,60.0,1.96,nLOS,29.81,-60.0,3.945098627933838,4.710177186984016,0.0
1760579986.710963,5.95,nLOS,5.84,-1.7,12.3,nLOS,-39.88,60.0,1.99,nLOS,27.8,-60.0,3.9222336078031868,4.680217478419664,4.630949189467242e-05
1760579986.8541539,5.92,nLOS,7.85,-1.22,12.27,nLOS,-48.3,-60.0,2.0,LOS,28.95,-60.0,3.931786779495958,4.653690008930458,0.0
1760579986.9941235,5.84,nLOS,7.84,0.11,12.23,nLOS,-47.81,60.0,2.12,LOS,27.97,-60.0,3.9314551827396977,4.540827327626606,0.0
1760579987.1226137,5.85,nLOS,5.12,-2.75,12.39,nLOS,-36.0,-60.0,2.13,LOS,27.56,-60.0,3.8187573996956186,4.588699505204639,0.0
1760579987.2535033,5.86,LOS,6.18,-2.43,12.36,nLOS,-47.28,-60.0,2.18,LOS,26.11,-60.0,3.8464504573811467,4.55386686950838,0.0
1760579987.382028,5.77,nLOS,7.85,-1.11,12.68,nLOS,-51.11,-43.31,2.27,LOS,22.18,-60.0,3.561682040702419,4.580358608088863,0.0
1760579987.5120695,5.82,nLOS,7.6,-2.1,12.65,nLOS,-32.14,-60.0,2.26,LOS,21.81,-60.0,3.604528327032438,4.593781165387014,0.0
1760579987.6421914,5.74,nLOS,6.76,-2.57,12.6,nLOS,-48.0,-60.0,2.3,LOS,22.1,-60.0,3.6150810954076933,4.521335083358611,0.0
1760579987.7721567,5.72,nLOS,7.12,-3.45,12.24,nLOS,-42.28,60.0,2.34,LOS,24.2,-60.0,3.8829866337367926,4.367902581553038,0.0
1760579988.0020804,5.68,nLOS,7.1,-1.12,12.21,nLOS,-45.7,-60.0,2.42,nLOS,23.12,-60.0,3.8916262333716634,4.29548506977351,0.0
1760579988.086288,5.57,nLOS,7.2,-2.1,12.27,nLOS,-35.13,60.0,2.42,nLOS,24.11,-60.0,3.802948643598133,4.272503644378933,0.0
1760579988.2192688,5.61,nLOS,5.59,-4.6,12.18,nLOS,-50.78,-60.0,2.44,LOS,26.23,-60.0,3.8850734319528857,4.24746838562369,0.0
1760579988.3473856,5.64,LOS,5.11,-3.2,12.17,nLOS,-49.7,-60.0,2.41,LOS,27.6,-60.0,3.903317797825399,4.273872975134392,0.0
1760579988.4801924,5.47,nLOS,2.3,-5.0,12.12,nLOS,-39.56,60.0,2.57,LOS,23.11,-60.0,3.876020722429227,4.0972418145695775,0.0
1760579988.610029,5.48,nLOS,1.48,-3.88,12.19,nLOS,-44.8,60.0,2.6,LOS,24.77,-60.0,3.8316349049482996,4.104559046130674,0.0
1760579988.7397525,5.47,nLOS,0.1,-6.8,12.29,nLOS,-44.41,-60.0,2.65,LOS,27.14,-60.0,3.756549571767117,4.1028992614704665,0.0
1760579988.8721526,5.39,nLOS,-2.63,-5.1,12.19,nLOS,-44.66,60.0,2.63,LOS,30.62,-60.0,3.796395824199174,4.05248713081553,0.0
1760579989.0130157,5.34,nLOS,-4.11,-5.11,12.14,nLOS,-39.66,60.0,2.62,nLOS,29.4,-60.0,3.8113064094226523,4.024081183079973,0.0
1760579989.1396816,5.29,nLOS,-3.99,-7.22,12.21,nLOS,-42.12,60.0,2.65,nLOS,28.11,-60.0,3.74307482833047,4.00931911459152,0.0
1760579989.2728052,5.29,nLOS,-5.72,-7.46,12.21,nLOS,-36.67,60.0,2.96,nLOS,13.48,-60.0,3.7577564151759093,3.81737725794838,0.0
1760579989.4014986,5.29,nLOS,1.5,-7.9,12.22,nLOS,-48.4,-60.0,2.92,nLOS,26.77,-60.0,3.7481674174537156,3.8459037010906862,0.0
1760579989.5326812,5.33,nLOS,0.11,-6.77,12.2,nLOS,-42.67,60.0,2.75,nLOS,13.49,-60.0,3.7703706575607203,3.9597997596362227,0.0
1760579989.661368,5.22,nLOS,2.12,-5.6,12.19,nLOS,-56.48,60.0,2.81,LOS,32.25,-60.0,3.7361942150837826,3.8787607698692486,0.0
1760579989.7918277,5.2,nLOS,2.12,-4.92,12.19,nLOS,-46.42,-60.0,2.95,LOS,27.11,-60.0,3.735065280632346,3.78408350026918,0.0
1760579989.9672952,5.15,nLOS,4.97,-4.76,11.99,nLOS,-44.48,-60.0,2.97,LOS,27.59,-60.0,3.8565035683895568,3.6895983496824845,0.0
1760579990.1448596,5.09,nLOS,2.62,-4.82,12.2,nLOS,-54.25,-19.14,3.07,LOS,27.97,-60.0,3.6900464320639323,3.671510082668893,0.0
1760579990.2310753,5.05,nLOS,1.83,-6.11,12.26,nLOS,-42.53,-60.0,3.08,LOS,29.67,-60.0,3.6310820480521624,3.6711595523082674,0.0
1760579990.360657,5.04,LOS,1.1,-4.59,12.58,nLOS,-45.11,3.1,3.05,LOS,28.59,-60.0,3.3833551265020825,3.804631803554504,0.0
1760579990.4922407,4.93,nLOS,12.2,-5.1,12.74,nLOS,-50.28,-60.0,3.11,LOS,28.18,-60.0,3.2185680792144824,3.792363563645615,0.0
1760579990.62835,4.93,nLOS,18.12,-1.87,12.62,nLOS,-36.0,60.0,3.17,LOS,28.63,-60.0,3.315544028902294,3.706045121840554,0.0
1760579990.8051536,4.87,nLOS,23.53,10.66,12.64,nLOS,-44.23,60.0,3.17,LOS,27.12,-60.0,3.2789174909492163,3.691849687283649,0.0
1760579990.8953319,4.8,nLOS,17.79,7.36,12.54,nLOS,-44.98,60.0,3.27,LOS,27.89,-60.0,3.334820819634696,3.563997223510109,0.0
1760579991.0428393,4.79,nLOS,12.3,1.66,12.36,nLOS,-55.15,-60.0,3.29,LOS,27.12,-60.0,3.4675889970146696,3.479554792582821,0.0
1760579991.220006,4.78,nLOS,5.28,-4.41,12.43,nLOS,-45.74,-60.0,3.39,LOS,28.3,-60.0,3.416384004312349,3.4378108278873136,0.0
1760579991.3062692,4.73,nLOS,4.12,-2.12,12.17,nLOS,-60.0,-1.23,3.39,LOS,28.21,-60.0,3.586742791392345,3.3266539000811117,0.0
1760579991.436276,4.74,LOS,4.12,0.74,12.27,nLOS,-56.87,-60.0,3.42,LOS,28.24,-60.0,3.5210389490697445,3.345253664335524,0.0
1760579991.5766668,4.66,LOS,4.17,0.11,12.36,nLOS,-36.0,60.0,3.45,LOS,28.14,-60.0,3.4264127984539017,3.330170680212106,0.0
1760579991.7098763,4.59,LOS,0.1,-3.61,12.14,nLOS,-48.99,-60.0,3.47,LOS,28.63,-60.0,3.557371950859782,3.2153154723035176,0.0
1760579991.8737361,4.65,LOS,-2.24,-4.4,12.69,nLOS,-51.73,-60.0,3.56,LOS,28.12,-60.0,3.1742835816833628,3.387091248213451,0.0
1760579992.0033615,4.59,LOS,-3.73,-8.39,12.82,nLOS,-43.12,-60.0,3.58,LOS,28.5,-60.0,3.0487442826721467,3.4097723601628487,0.0
1760579992.141938,4.56,LOS,-3.11,-8.28,12.68,nLOS,-53.11,-60.0,3.67,LOS,28.12,-60.0,3.1558541979361827,3.2790356568101644,0.0
1760579992.278833,4.52,LOS,-4.12,-10.12,12.38,nLOS,-51.12,-60.0,3.7,LOS,27.11,-60.0,3.373219459185045,3.1236042464571483,0.0
1760579992.4110544,4.49,LOS,-4.2,-9.98,12.65,nLOS,-50.74,-58.1,3.72,LOS,27.12,-60.0,3.1576266505539663,3.2083662257397534,0.0
1760579992.5382059,4.51,LOS,-3.23,-5.22,12.26,nLOS,-52.12,-60.0,3.73,LOS,28.6,-60.0,3.4584531340290567,3.0555348616639675,0.0
1760579992.666282,4.44,LOS,-1.12,-5.72,12.18,nLOS,-36.8,60.0,3.77,LOS,28.26,-60.0,3.4901299323199133,2.9764242362393936,0.0
1760579992.8021,4.39,LOS,-2.12,-7.67,12.23,nLOS,-45.52,60.0,3.83,LOS,28.36,-60.0,3.4397185707652365,2.936198042721361,0.0
1760579992.9329565,4.38,LOS,-5.45,-12.19,12.22,nLOS,-44.11,-42.84,3.85,LOS,27.78,-60.0,3.444260696736441,2.91554324182777,0.0
1760579993.0758379,4.34,LOS,-5.12,-9.43,12.19,nLOS,-36.0,60.0,3.88,LOS,27.1,-60.0,3.4515655805675705,2.871060468031473,0.0
1760579993.2590914,4.32,LOS,-7.74,-8.1,12.49,nLOS,-48.0,-60.0,3.92,LOS,28.75,-60.0,3.2309278321632955,2.9490351710113294,0.0
1760579993.3448195,4.27,LOS,-7.91,-9.73,12.63,nLOS,-48.0,-60.0,4.0,LOS,27.62,-60.0,3.111633809840742,2.9350487953891577,0.0
1760579993.4747972,4.21,LOS,-8.8,-11.3,12.68,nLOS,-25.8,-58.58,4.07,LOS,28.37,-60.0,3.0560928310364655,2.888006067245063,0.0
1760579993.6035597,4.26,LOS,-8.34,-11.39,12.86,nLOS,-48.0,-60.0,4.01,LOS,28.24,-60.0,2.924909056938899,3.0281227870043654,0.0
1760579993.770899,4.19,LOS,-8.96,-10.1,12.83,nLOS,-56.7,-60.0,4.13,LOS,28.73,-60.0,2.9333696276422407,2.9079186119135803,0.0
1760579993.9016922,4.17,LOS,-9.51,-10.18,12.29,nLOS,-48.62,-60.0,4.14,LOS,28.67,-60.0,3.3350129354080247,2.6689921462749284,0.0
1760579994.0338702,4.15,LOS,-9.29,-13.6,12.27,nLOS,-54.65,-60.0,4.18,LOS,28.65,-60.0,3.344436168715501,2.626625634203112,0.0
1760579994.176927,4.09,LOS,-9.59,-13.68,12.25,nLOS,-36.0,60.0,4.23,LOS,28.1,-60.0,3.3386342780823806,2.5645420449526015,0.0
1760579994.349737,4.03,LOS,-10.65,-13.35,12.1,nLOS,-53.11,-60.0,4.24,LOS,28.1,-60.0,3.4164664161439635,2.4868989417827776,0.0
1760579994.434645,3.96,LOS,-11.3,-12.92,12.29,nLOS,-41.69,60.0,4.29,LOS,28.43,-60.0,3.2645373382217304,2.4955073859586294,0.0
1760579994.5635703,3.97,LOS,-11.31,-14.11,12.12,nLOS,-36.0,60.0,4.32,LOS,28.1,-60.0,3.3854884770531526,2.41724914374262,0.0
1760579994.6965811,3.94,LOS,-12.49,-14.81,12.34,nLOS,-52.53,-30.18,4.35,LOS,29.3,-60.0,3.2272327898697255,2.4640476739490764,0.0
1760579994.8274088,3.99,LOS,-14.33,-15.7,12.5,nLOS,-48.89,-60.0,4.41,LOS,29.21,-60.0,3.1385528709683017,2.497424817254666,0.0
1760579994.9603095,3.9,LOS,-14.66,-17.99,12.21,nLOS,-47.12,-60.0,4.4,LOS,28.1,-60.0,3.3041092663333047,2.3684784269948578,0.0
1760579995.101306,3.92,LOS,-15.28,-16.42,12.12,nLOS,-59.61,-60.0,4.47,LOS,29.11,-60.0,3.3781215181691726,2.291232181348427,0.0
1760579995.2433362,3.87,LOS,-15.93,-19.12,12.12,nLOS,-52.11,-60.0,4.56,LOS,28.86,-60.0,3.3656245055315734,2.2089377785935578,0.0
1760579995.3710697,3.79,LOS,-16.73,-21.14,12.44,nLOS,-47.82,-60.0,4.56,LOS,29.54,-60.0,3.1175330194526367,2.30128831767427,0.0
1760579995.500541,3.74,LOS,-17.99,-20.1,12.39,nLOS,-42.85,-60.0,4.63,LOS,29.38,-60.0,3.1389350512986782,2.2147480339746064,0.0
1760579995.6610205,3.77,LOS,-18.37,-22.11,12.29,nLOS,-45.41,-60.0,4.66,LOS,28.43,-60.0,3.2216600746073483,2.1634503948325627,0.0
1760579995.794137,3.68,LOS,-19.9,-23.12,12.28,nLOS,-48.0,-60.0,4.64,LOS,29.1,-60.0,3.1897215099608602,2.150187761283851,0.0
1760579995.9215448,3.64,LOS,-18.13,-25.8,12.25,nLOS,-48.0,-60.0,4.8,LOS,29.78,-60.0,3.208006821407928,2.0054492507924997,0.0
1760579996.050092,3.64,nLOS,-20.2,-27.88,12.27,nLOS,-60.0,-60.0,4.74,LOS,28.11,-60.0,3.1892058484262407,2.0591004087953912,0.0
1760579996.1791444,3.63,LOS,-22.21,-27.76,12.27,nLOS,-52.57,-60.0,4.79,LOS,28.91,-60.0,3.1898466453510657,2.017586940622868,0.0
1760579996.3189564,3.6,nLOS,-22.48,-28.1,12.42,nLOS,-49.43,-60.0,4.84,LOS,30.4,-60.0,3.0829375055919,2.0247096480585616,0.0
1760579996.450146,3.58,nLOS,-22.61,-30.62,12.43,LOS,-47.33,-60.0,4.87,LOS,30.32,-60.0,3.0711444961558336,1.9994703558060622,0.0
1760579996.5820806,3.51,LOS,-24.9,-32.68,12.37,nLOS,-43.0,-60.0,4.97,LOS,28.13,-60.0,3.0925480976529633,1.879612686946221,0.0
1760579996.7129605,3.56,nLOS,-25.6,-34.8,12.41,nLOS,-39.45,-60.0,4.98,LOS,26.42,-60.0,3.0879915049289086,1.8987937098528258,0.0
1760579996.8445501,3.47,nLOS,-27.78,-33.7,12.29,nLOS,-44.54,-60.0,4.99,LOS,26.12,-60.0,3.1296138955911563,1.8256088900195016,0.0
1760579996.9776874,3.45,nLOS,-27.31,-40.24,12.27,nLOS,-53.56,-60.0,5.07,LOS,29.42,-60.0,3.141766148287989,1.7494707019096194,0.0
1760579997.114287,3.46,nLOS,-28.68,-45.5,12.19,nLOS,-57.0,-60.0,5.07,LOS,30.34,-60.0,3.196181457672309,1.7255324073318359,0.0
1760579997.2503633,3.42,nLOS,-28.11,-45.17,12.27,nLOS,-48.43,-60.0,5.14,LOS,30.1,-60.0,3.13592366897419,1.685296046098307,0.0
1760579997.3946905,3.31,nLOS,-31.42,-49.3,12.46,LOS,-52.98,-60.0,5.22,LOS,29.45,-60.0,2.976517239442244,1.6598984562770367,0.0
1760579997.5584462,3.33,nLOS,-30.2,-52.6,12.46,nLOS,-41.67,-60.0,5.2,LOS,28.67,-60.0,2.9828023084079174,1.6810839893168361,0.0
1760579997.6905386,3.3,nLOS,-31.83,-58.87,12.07,nLOS,-36.0,60.0,5.27,LOS,27.29,-60.0,3.2172259902252027,1.4911101518452148,0.0
1760579997.8175032,3.29,nLOS,-31.89,-60.0,12.19,nLOS,-55.12,-60.0,5.33,LOS,27.44,-60.0,3.146767999901921,1.474447580634913,0.0
1760579997.9459982,3.24,nLOS,-32.47,-60.0,12.3,nLOS,-51.83,-60.0,5.38,LOS,27.27,-60.0,3.063056582636348,1.4564661483888857,0.0
1760579998.0768678,3.19,nLOS,-36.38,-60.0,12.47,LOS,-45.11,-60.0,5.4,LOS,28.58,-60.0,2.9382216062583093,1.4858836110843703,0.0
1760579998.209975,3.27,nLOS,-33.63,-60.0,12.49,LOS,-45.32,-60.0,5.46,LOS,29.49,-60.0,2.967018358396905,1.4570055514988618,0.0
1760579998.3518572,3.18,nLOS,-30.92,-60.0,12.49,LOS,-45.38,-60.0,5.44,LOS,29.84,-60.0,2.925635195730213,1.4565280074111733,0.0
1760579998.4905064,3.04,LOS,-19.12,-60.0,12.6,LOS,-39.5,-56.89,5.53,LOS,30.77,-60.0,2.8057217903541036,1.3902037252138602,0.0
1760579998.6190877,3.14,nLOS,-9.27,-60.0,12.59,LOS,-35.93,-47.87,5.53,LOS,30.5,-60.0,2.855241954077931,1.4059090419011848,0.0
1760579998.7475724,3.09,nLOS,-9.11,-60.0,12.57,LOS,-34.31,-38.54,5.56,LOS,30.27,-60.0,2.8495635639766888,1.3628122868906414,0.0
1760579998.879511,3.03,LOS,-6.37,60.0,12.63,LOS,-30.3,-27.87,5.62,LOS,28.49,-60.0,2.7925362524353545,1.3201575742976397,0.0
