experiment_no,distance_m,uwb_orientation_condition,nlos_los_expected,trial_count,measurement_time_ms,mode_distance_m,mode_nlos_los,mode_horizontal_angle_deg,mode_elevation_angle_deg,remarks,raw_frames_data
101,5,垂直,LOS,1,904,4.64,LOS,36.11,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 34.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 36.31, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.89, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.64, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.91, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 36.93, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.29, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 35.7, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.58, ""horizontal_angle"": 35.79, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 36.46, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.96, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 35.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.58, ""horizontal_angle"": 36.54, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 36.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.53, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.47, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 36.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 34.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 34.71, ""elevation_angle"": -60.0}}]"
102,5,垂直,LOS,2,996,4.65,LOS,35.12,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.64, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.43, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 36.94, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 36.59, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.69, ""horizontal_angle"": 36.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 34.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 35.35, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 36.35, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 36.26, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 34.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.66, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 36.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.8, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 35.33, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 35.55, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.38, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.61, ""elevation_angle"": -60.0}}]"
103,5,垂直,LOS,3,1000,4.61,LOS,35.0,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 36.26, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 36.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.76, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.43, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 34.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.4, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.0, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 34.71, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.69, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 36.7, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.9, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.17, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.22, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.24, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 36.3, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.58, ""horizontal_angle"": 35.0, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.69, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 35.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 36.63, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 35.42, ""elevation_angle"": -60.0}}]"
104,5,垂直,LOS,4,1000,4.62,LOS,34.12,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.77, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 35.45, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 34.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 34.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.76, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 36.2, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.41, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.13, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.98, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.69, ""horizontal_angle"": 36.61, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.39, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.9, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.19, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.67, ""horizontal_angle"": 36.49, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 35.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 34.98, ""elevation_angle"": -60.0}}]"
105,5,垂直,LOS,5,998,4.63,LOS,36.63,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.25, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 36.63, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.23, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 34.13, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.58, ""horizontal_angle"": 35.32, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 36.91, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.58, ""horizontal_angle"": 35.85, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.98, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.69, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.7, ""horizontal_angle"": 35.62, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.63, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.2, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.19, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.65, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.54, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 35.32, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 35.24, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.67, ""horizontal_angle"": 36.6, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.38, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.3, ""elevation_angle"": -60.0}}]"
106,5,垂直,LOS,6,1001,4.64,LOS,35.12,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 34.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 35.13, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 34.68, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.66, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 35.55, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.83, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.21, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 35.64, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 36.76, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.83, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.81, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.21, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.67, ""horizontal_angle"": 35.38, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.85, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 34.96, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.85, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 35.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 34.88, ""elevation_angle"": -60.0}}]"
107,5,垂直,LOS,7,998,4.62,LOS,35.12,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.63, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 35.6, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.68, ""horizontal_angle"": 36.51, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.74, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.68, ""horizontal_angle"": 35.7, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.68, ""horizontal_angle"": 35.87, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.2, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 36.56, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 34.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 36.34, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.23, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 35.5, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.57, ""horizontal_angle"": 35.78, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 34.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 36.55, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 35.12, ""elevation_angle"": -60.0}}]"
108,5,垂直,LOS,8,999,4.61,LOS,36.3,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.52, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.3, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 36.6, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.1, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.58, ""horizontal_angle"": 35.49, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.67, ""horizontal_angle"": 35.62, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.13, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.66, ""horizontal_angle"": 35.87, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 36.69, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 36.81, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.0, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 36.32, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.68, ""horizontal_angle"": 36.41, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.67, ""horizontal_angle"": 36.49, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.63, ""horizontal_angle"": 36.24, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.57, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.3, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.79, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.32, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.58, ""horizontal_angle"": 36.6, ""elevation_angle"": -60.0}}]"
109,5,垂直,LOS,9,999,4.64,LOS,36.5,-60.0,Z位置関係: Z揃え (実験①),"[{""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 36.5, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.58, ""horizontal_angle"": 35.3, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.68, ""horizontal_angle"": 35.83, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.61, ""horizontal_angle"": 35.37, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.78, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 36.5, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.25, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 36.81, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 36.26, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 35.98, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 36.82, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 34.12, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.65, ""horizontal_angle"": 34.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 35.26, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.64, ""horizontal_angle"": 35.7, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.6, ""horizontal_angle"": 35.86, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.69, ""horizontal_angle"": 35.84, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.59, ""horizontal_angle"": 34.11, ""elevation_angle"": -60.0}}, {""TWR0"": {""nlos_los"": ""LOS"", ""distance"": 4.62, ""horizontal_angle"": 36.46, ""elevation_angle"": -60.0}}]"
